Week,30 Yr FRM,30 Yr fees &points,15 Yr FRM,15 Yr fees & points,5/1 ARM,5/1 ARM fees & points,5/1 ARM margin,30 Yr FRM 5/1 ARM spread
4/11/1986,9.98,2.3,,,,,,
4/18/1986,9.92,2.1,,,,,,
4/25/1986,9.86,2.2,,,,,,
5/2/1986,9.9,2.2,,,,,,
5/9/1986,10,2.2,,,,,,
5/16/1986,10.08,2.3,,,,,,
5/23/1986,10.36,2.4,,,,,,
5/30/1986,10.38,2.3,,,,,,
6/6/1986,10.74,2.3,,,,,,
6/13/1986,10.76,2.3,,,,,,
6/20/1986,10.61,2.2,,,,,,
6/27/1986,10.62,2.2,,,,,,
7/4/1986,10.61,2.2,,,,,,
7/11/1986,10.59,2.2,,,,,,
7/18/1986,10.43,2.2,,,,,,
7/25/1986,10.4,2.2,,,,,,
8/1/1986,10.4,2.1,,,,,,
8/8/1986,10.4,2.2,,,,,,
8/15/1986,10.23,2.1,,,,,,
8/22/1986,10.04,2.1,,,,,,
8/29/1986,9.93,2.1,,,,,,
9/5/1986,9.9,2.2,,,,,,
9/12/1986,9.96,2.1,,,,,,
9/19/1986,10.07,2.1,,,,,,
9/26/1986,10.1,2.2,,,,,,
10/3/1986,10.08,2.1,,,,,,
10/10/1986,9.99,2.1,,,,,,
10/17/1986,9.96,2.1,,,,,,
10/24/1986,9.95,2.2,,,,,,
10/31/1986,9.89,2.1,,,,,,
11/7/1986,9.83,2.1,,,,,,
11/14/1986,9.81,2,,,,,,
11/21/1986,9.64,2,,,,,,
11/28/1986,9.5,2,,,,,,
12/5/1986,9.3,2,,,,,,
12/12/1986,9.35,2.1,,,,,,
12/19/1986,9.3,2.1,,,,,,
12/26/1986,9.29,2.1,,,,,,
1/2/1987,9.37,2.2,,,,,,
1/9/1987,9.32,2.2,,,,,,
1/16/1987,9.21,2.1,,,,,,
1/23/1987,9.04,2.2,,,,,,
1/30/1987,9.08,2.2,,,,,,
2/6/1987,9.06,2.1,,,,,,
2/13/1987,9.09,2.1,,,,,,
2/20/1987,9.11,2.1,,,,,,
2/27/1987,9.07,2.1,,,,,,
3/6/1987,9.03,2,,,,,,
3/13/1987,9.05,2.1,,,,,,
3/20/1987,9.03,2.1,,,,,,
3/27/1987,9.03,2,,,,,,
4/3/1987,9.26,2.2,,,,,,
4/10/1987,9.43,2.3,,,,,,
4/17/1987,10.27,2.3,,,,,,
4/24/1987,10.37,2.2,,,,,,
5/1/1987,10.47,2.2,,,,,,
5/8/1987,10.52,2.2,,,,,,
5/15/1987,10.48,2.3,,,,,,
5/22/1987,10.81,2.3,,,,,,
5/29/1987,10.7,2.3,,,,,,
6/5/1987,10.7,2.3,,,,,,
6/12/1987,10.66,2.2,,,,,,
6/19/1987,10.44,2.2,,,,,,
6/26/1987,10.35,2.2,,,,,,
7/3/1987,10.36,2.2,,,,,,
7/10/1987,10.3,2.2,,,,,,
7/17/1987,10.23,2.2,,,,,,
7/24/1987,10.23,2.1,,,,,,
7/31/1987,10.27,2.2,,,,,,
8/7/1987,10.35,2,,,,,,
8/14/1987,10.34,2,,,,,,
8/21/1987,10.3,2.2,,,,,,
8/28/1987,10.33,2.1,,,,,,
9/4/1987,10.63,2.2,,,,,,
9/11/1987,10.91,2.2,,,,,,
9/18/1987,10.99,2.3,,,,,,
9/25/1987,11.02,2.2,,,,,,
10/2/1987,11.18,2.3,,,,,,
10/9/1987,11.21,2.2,,,,,,
10/16/1987,11.58,2.3,,,,,,
10/23/1987,11.36,2.2,,,,,,
10/30/1987,10.97,2.2,,,,,,
11/6/1987,10.79,2.1,,,,,,
11/13/1987,10.66,2.1,,,,,,
11/20/1987,10.6,2,,,,,,
11/27/1987,10.55,2,,,,,,
12/4/1987,10.6,2.1,,,,,,
12/11/1987,10.66,2.2,,,,,,
12/18/1987,10.69,2.2,,,,,,
12/25/1987,10.64,2.2,,,,,,
12/31/1987,10.61,2,,,,,,
1/8/1988,10.5,2,,,,,,
1/15/1988,10.53,2,,,,,,
1/22/1988,10.34,2,,,,,,
1/29/1988,10.16,2,,,,,,
2/5/1988,9.94,2,,,,,,
2/12/1988,9.84,2.1,,,,,,
2/19/1988,9.92,2.1,,,,,,
2/26/1988,9.87,2.1,,,,,,
3/4/1988,9.85,2,,,,,,
3/11/1988,9.96,2,,,,,,
3/18/1988,9.92,2,,,,,,
3/25/1988,9.99,2.1,,,,,,
4/1/1988,10.05,2.1,,,,,,
4/8/1988,10.19,2.2,,,,,,
4/15/1988,10.19,2.1,,,,,,
4/22/1988,10.3,2.2,,,,,,
4/29/1988,10.28,2.1,,,,,,
5/6/1988,10.32,2.2,,,,,,
5/13/1988,10.4,2.1,,,,,,
5/20/1988,10.52,2.1,,,,,,
5/27/1988,10.58,2.1,,,,,,
6/3/1988,10.58,2.1,,,,,,
6/10/1988,10.51,2,,,,,,
6/17/1988,10.35,2,,,,,,
6/24/1988,10.4,2,,,,,,
7/1/1988,10.39,2,,,,,,
7/8/1988,10.38,2,,,,,,
7/15/1988,10.44,2,,,,,,
7/22/1988,10.46,2.1,,,,,,
7/29/1988,10.49,2.1,,,,,,
8/5/1988,10.44,2,,,,,,
8/12/1988,10.57,2.2,,,,,,
8/19/1988,10.71,2.3,,,,,,
8/26/1988,10.67,2.2,,,,,,
9/2/1988,10.65,2.4,,,,,,
9/9/1988,10.53,2.1,,,,,,
9/16/1988,10.4,2,,,,,,
9/23/1988,10.4,2,,,,,,
9/30/1988,10.42,2.1,,,,,,
10/7/1988,10.38,1.9,,,,,,
10/14/1988,10.33,1.9,,,,,,
10/21/1988,10.28,1.9,,,,,,
10/28/1988,10.22,1.9,,,,,,
11/4/1988,10.12,1.9,,,,,,
11/11/1988,10.24,2,,,,,,
11/18/1988,10.31,2.2,,,,,,
11/25/1988,10.39,2.1,,,,,,
12/2/1988,10.44,2.1,,,,,,
12/9/1988,10.46,2,,,,,,
12/16/1988,10.71,2.2,,,,,,
12/23/1988,10.68,2.2,,,,,,
12/30/1988,10.77,2.2,,,,,,
1/6/1989,10.8,2.2,,,,,,
1/13/1989,10.81,2.1,,,,,,
1/20/1989,10.71,2,,,,,,
1/27/1989,10.6,2.1,,,,,,
2/3/1989,10.55,2.1,,,,,,
2/10/1989,10.56,2,,,,,,
2/17/1989,10.69,2.2,,,,,,
2/24/1989,10.78,2.3,,,,,,
3/3/1989,10.91,2.3,,,,,,
3/10/1989,10.86,2.2,,,,,,
3/17/1989,10.98,2.1,,,,,,
3/24/1989,11.22,2.2,,,,,,
3/31/1989,11.19,2.2,,,,,,
4/7/1989,11.07,2.2,,,,,,
4/14/1989,11.11,2.2,,,,,,
4/21/1989,10.99,2.1,,,,,,
4/28/1989,11.03,2.1,,,,,,
5/5/1989,10.97,2.1,,,,,,
5/12/1989,10.93,2.2,,,,,,
5/19/1989,10.69,2,,,,,,
5/26/1989,10.5,2,,,,,,
6/2/1989,10.48,2,,,,,,
6/9/1989,10.2,2.1,,,,,,
6/16/1989,10.04,2.1,,,,,,
6/23/1989,10.19,2.1,,,,,,
6/30/1989,10.07,2.1,,,,,,
7/7/1989,10.03,2.1,,,,,,
7/14/1989,9.82,2.1,,,,,,
7/21/1989,9.87,2,,,,,,
7/28/1989,9.81,2.1,,,,,,
8/4/1989,9.68,2,,,,,,
8/11/1989,9.96,2.1,,,,,,
8/18/1989,10.09,2.1,,,,,,
8/25/1989,10.21,2,,,,,,
9/1/1989,10.22,1.9,,,,,,
9/8/1989,10.17,2,,,,,,
9/15/1989,10.05,2,,,,,,
9/22/1989,10.03,2,,,,,,
9/29/1989,10.16,2.1,,,,,,
10/6/1989,10.1,2.1,,,,,,
10/13/1989,9.95,2,,,,,,
10/20/1989,9.92,2,,,,,,
10/27/1989,9.82,2,,,,,,
11/3/1989,9.82,2,,,,,,
11/10/1989,9.79,1.9,,,,,,
11/17/1989,9.72,2,,,,,,
11/24/1989,9.74,2,,,,,,
12/1/1989,9.74,2,,,,,,
12/8/1989,9.76,2,,,,,,
12/15/1989,9.75,1.9,,,,,,
12/22/1989,9.69,2,,,,,,
12/29/1989,9.78,2,,,,,,
1/5/1990,9.83,2,,,,,,
1/12/1990,9.8,2,,,,,,
1/19/1990,9.9,2.1,,,,,,
1/26/1990,10.05,2.1,,,,,,
2/2/1990,10.17,2.1,,,,,,
2/9/1990,10.21,2.1,,,,,,
2/16/1990,10.1,2.1,,,,,,
2/23/1990,10.31,2.1,,,,,,
3/2/1990,10.23,2.1,,,,,,
3/9/1990,10.29,2.1,,,,,,
3/16/1990,10.34,2,,,,,,
3/23/1990,10.26,2,,,,,,
3/30/1990,10.22,2.1,,,,,,
4/6/1990,10.26,2,,,,,,
4/13/1990,10.25,2,,,,,,
4/20/1990,10.41,2.1,,,,,,
4/27/1990,10.56,2.1,,,,,,
5/4/1990,10.67,2.1,,,,,,
5/11/1990,10.54,2,,,,,,
5/18/1990,10.37,2,,,,,,
5/25/1990,10.33,2,,,,,,
6/1/1990,10.29,2,,,,,,
6/8/1990,10.1,2,,,,,,
6/15/1990,10.12,2,,,,,,
6/22/1990,10.16,2,,,,,,
6/29/1990,10.15,2,,,,,,
7/6/1990,10.06,1.9,,,,,,
7/13/1990,10.11,2,,,,,,
7/20/1990,9.99,2,,,,,,
7/27/1990,9.98,2,,,,,,
8/3/1990,9.84,1.9,,,,,,
8/10/1990,10.08,2.1,,,,,,
8/17/1990,10.05,2,,,,,,
8/24/1990,10.29,2.1,,,,,,
8/31/1990,10.24,2.1,,,,,,
9/7/1990,10.19,2,,,,,,
9/14/1990,10.13,2,,,,,,
9/21/1990,10.16,2.1,,,,,,
9/28/1990,10.22,2.2,,,,,,
10/5/1990,10.08,2.1,,,,,,
10/12/1990,10.22,2.2,,,,,,
10/19/1990,10.24,2.2,,,,,,
10/26/1990,10.17,2.1,,,,,,
11/2/1990,10.13,2.1,,,,,,
11/9/1990,10.09,2.1,,,,,,
11/16/1990,10.02,2,,,,,,
11/23/1990,9.93,2.1,,,,,,
11/30/1990,9.9,2,,,,,,
12/7/1990,9.81,1.9,,,,,,
12/14/1990,9.56,1.9,,,,,,
12/21/1990,9.64,1.9,,,,,,
12/28/1990,9.68,2,,,,,,
1/4/1991,9.56,1.9,,,,,,
1/11/1991,9.63,2.1,,,,,,
1/18/1991,9.75,2.2,,,,,,
1/25/1991,9.61,2,,,,,,
2/1/1991,9.56,2,,,,,,
2/8/1991,9.36,1.9,,,,,,
2/15/1991,9.25,2,,,,,,
2/22/1991,9.29,2.1,,,,,,
3/1/1991,9.4,2.1,,,,,,
3/8/1991,9.49,2.1,,,,,,
3/15/1991,9.5,2,,,,,,
3/22/1991,9.59,2.1,,,,,,
3/29/1991,9.52,2.1,,,,,,
4/5/1991,9.49,2,,,,,,
4/12/1991,9.48,2,,,,,,
4/19/1991,9.47,2,,,,,,
4/26/1991,9.53,2.1,,,,,,
5/3/1991,9.47,1.9,,,,,,
5/10/1991,9.47,1.9,,,,,,
5/17/1991,9.5,2.1,,,,,,
5/24/1991,9.47,2,,,,,,
5/31/1991,9.45,1.9,,,,,,
6/7/1991,9.48,2,,,,,,
6/14/1991,9.66,2.2,,,,,,
6/21/1991,9.65,2,,,,,,
6/28/1991,9.67,2.1,,,,,,
7/5/1991,9.62,2,,,,,,
7/12/1991,9.64,2,,,,,,
7/19/1991,9.54,2,,,,,,
7/26/1991,9.5,1.9,,,,,,
8/2/1991,9.44,2,,,,,,
8/9/1991,9.27,1.8,,,,,,
8/16/1991,9.19,1.9,,,,,,
8/23/1991,9.17,1.9,,,,,,
8/30/1991,9.15,1.9,8.77,1.9,,,,
9/6/1991,9.14,1.9,8.79,1.8,,,,
9/13/1991,9.02,1.9,8.68,1.8,,,,
9/20/1991,8.95,1.9,8.62,1.8,,,,
9/27/1991,8.92,1.8,8.59,1.8,,,,
10/4/1991,8.87,1.8,8.51,1.8,,,,
10/11/1991,8.82,1.8,8.46,1.8,,,,
10/18/1991,8.82,1.9,8.45,1.8,,,,
10/25/1991,8.91,1.9,8.51,1.8,,,,
11/1/1991,8.78,1.8,8.41,1.7,,,,
11/8/1991,8.76,1.7,8.36,1.7,,,,
11/15/1991,8.69,1.8,8.32,1.7,,,,
11/22/1991,8.63,1.8,8.25,1.7,,,,
11/29/1991,8.7,1.9,8.29,1.8,,,,
12/6/1991,8.62,1.8,8.21,1.7,,,,
12/13/1991,8.53,1.7,8.1,1.7,,,,
12/20/1991,8.49,1.8,8.07,1.7,,,,
12/27/1991,8.35,1.8,7.9,1.7,,,,
1/3/1992,8.24,1.7,7.79,1.7,,,,
1/10/1992,8.23,1.6,7.79,1.6,,,,
1/17/1992,8.45,1.8,8.03,1.8,,,,
1/24/1992,8.56,1.8,8.14,1.8,,,,
1/31/1992,8.68,2.1,8.28,2,,,,
2/7/1992,8.67,1.7,8.3,1.7,,,,
2/14/1992,8.73,1.9,8.36,1.8,,,,
2/21/1992,8.82,1.9,8.43,1.9,,,,
2/28/1992,8.83,1.8,8.44,1.8,,,,
3/6/1992,8.85,1.9,8.48,1.8,,,,
3/13/1992,8.88,1.9,8.51,1.8,,,,
3/20/1992,9.03,1.8,8.69,1.8,,,,
3/27/1992,8.98,1.8,8.63,1.7,,,,
4/3/1992,8.96,1.7,8.57,1.7,,,,
4/10/1992,8.84,1.6,8.44,1.6,,,,
4/17/1992,8.76,1.6,8.38,1.5,,,,
4/24/1992,8.85,1.8,8.49,1.7,,,,
5/1/1992,8.84,1.8,8.46,1.7,,,,
5/8/1992,8.75,1.6,8.38,1.5,,,,
5/15/1992,8.64,1.6,8.26,1.5,,,,
5/22/1992,8.53,1.6,8.16,1.4,,,,
5/29/1992,8.6,1.8,8.21,1.7,,,,
6/5/1992,8.59,1.8,8.18,1.6,,,,
6/12/1992,8.54,1.6,8.12,1.5,,,,
6/19/1992,8.48,1.6,8.03,1.5,,,,
6/26/1992,8.43,1.6,7.98,1.6,,,,
7/3/1992,8.29,1.5,7.84,1.4,,,,
7/10/1992,8.13,1.5,7.67,1.5,,,,
7/17/1992,8.09,1.6,7.63,1.5,,,,
7/24/1992,8.08,1.6,7.61,1.5,,,,
7/31/1992,8.05,1.7,7.6,1.6,,,,
8/7/1992,8.06,1.6,7.59,1.5,,,,
8/14/1992,7.96,1.6,7.48,1.6,,,,
8/21/1992,7.87,1.7,7.38,1.5,,,,
8/28/1992,8.01,1.8,7.51,1.7,,,,
9/4/1992,7.94,1.7,7.44,1.6,,,,
9/11/1992,7.84,1.6,7.33,1.5,,,,
9/18/1992,7.89,1.7,7.37,1.7,,,,
9/24/1992,8.02,1.7,7.48,1.6,,,,
10/2/1992,7.93,1.6,7.37,1.5,,,,
10/9/1992,8.01,1.8,7.46,1.7,,,,
10/16/1992,8.06,1.7,7.51,1.7,,,,
10/23/1992,8.23,2,7.71,1.9,,,,
10/30/1992,8.21,1.9,7.68,1.8,,,,
11/6/1992,8.29,2,7.75,1.9,,,,
11/13/1992,8.32,2,7.79,1.9,,,,
11/20/1992,8.32,1.8,7.83,1.8,,,,
11/27/1992,8.29,1.8,7.81,1.7,,,,
12/4/1992,8.34,1.8,7.87,1.7,,,,
12/11/1992,8.23,1.6,7.77,1.6,,,,
12/18/1992,8.19,1.6,7.74,1.6,,,,
12/25/1992,8.13,1.5,7.65,1.5,,,,
12/31/1992,8.14,1.6,7.68,1.6,,,,
1/8/1993,8.07,1.6,7.6,1.6,,,,
1/15/1993,8.04,1.6,7.56,1.6,,,,
1/22/1993,8,1.7,7.51,1.6,,,,
1/29/1993,7.86,1.5,7.37,1.6,,,,
2/5/1993,7.8,1.5,7.29,1.6,,,,
2/12/1993,7.75,1.6,7.25,1.6,,,,
2/19/1993,7.65,1.5,7.12,1.5,,,,
2/26/1993,7.53,1.5,7.02,1.5,,,,
3/5/1993,7.44,1.5,6.91,1.5,,,,
3/12/1993,7.47,1.6,6.97,1.6,,,,
3/19/1993,7.57,1.7,7.07,1.7,,,,
3/26/1993,7.5,1.7,7.01,1.7,,,,
4/2/1993,7.53,1.7,7.03,1.8,,,,
4/9/1993,7.57,1.8,7.07,1.8,,,,
4/16/1993,7.45,1.6,6.93,1.6,,,,
4/23/1993,7.38,1.6,6.86,1.7,,,,
4/30/1993,7.43,1.8,6.91,1.8,,,,
5/7/1993,7.42,1.7,6.88,1.7,,,,
5/14/1993,7.42,1.8,6.86,1.8,,,,
5/21/1993,7.52,1.8,6.98,1.8,,,,
5/28/1993,7.5,1.8,6.99,1.8,,,,
6/4/1993,7.47,1.7,6.97,1.7,,,,
6/11/1993,7.48,1.7,6.98,1.7,,,,
6/18/1993,7.38,1.6,6.87,1.6,,,,
6/25/1993,7.34,1.5,6.84,1.5,,,,
7/2/1993,7.23,1.5,6.76,1.5,,,,
7/9/1993,7.19,1.6,6.71,1.5,,,,
7/16/1993,7.16,1.6,6.67,1.6,,,,
7/23/1993,7.2,1.7,6.7,1.7,,,,
7/30/1993,7.25,1.7,6.75,1.6,,,,
8/6/1993,7.21,1.6,6.72,1.6,,,,
8/13/1993,7.17,1.5,6.68,1.5,,,,
8/20/1993,7.1,1.4,6.62,1.5,,,,
8/27/1993,6.97,1.4,6.49,1.4,,,,
9/3/1993,6.93,1.4,6.45,1.5,,,,
9/10/1993,6.82,1.4,6.35,1.4,,,,
9/17/1993,6.96,1.6,6.49,1.5,,,,
9/24/1993,6.95,1.6,6.47,1.6,,,,
10/1/1993,6.89,1.5,6.41,1.4,,,,
10/8/1993,6.87,1.5,6.39,1.5,,,,
10/15/1993,6.81,1.5,6.36,1.4,,,,
10/22/1993,6.74,1.5,6.31,1.5,,,,
10/29/1993,6.86,1.5,6.4,1.5,,,,
11/5/1993,7.11,1.4,6.65,1.4,,,,
11/12/1993,7.12,1.5,6.64,1.4,,,,
11/19/1993,7.08,1.6,6.62,1.5,,,,
11/26/1993,7.31,1.7,6.84,1.6,,,,
12/4/1993,7.25,1.7,6.74,1.7,,,,
12/10/1993,7.14,1.6,6.65,1.6,,,,
12/17/1993,7.17,1.7,6.7,1.7,,,,
12/24/1993,7.17,1.7,6.69,1.6,,,,
12/31/1993,7.13,1.6,6.63,1.6,,,,
1/7/1994,7.23,1.6,6.74,1.6,,,,
1/14/1994,6.99,1.7,6.48,1.7,,,,
1/21/1994,7.05,1.7,6.57,1.7,,,,
1/28/1994,6.97,1.7,6.47,1.7,,,,
2/4/1994,6.97,1.7,6.46,1.7,,,,
2/11/1994,7.21,1.8,6.72,1.7,,,,
2/18/1994,7.11,1.8,6.64,1.7,,,,
2/25/1994,7.32,1.7,6.8,1.7,,,,
3/4/1994,7.51,1.7,7.01,1.7,,,,
3/11/1994,7.63,1.6,7.15,1.7,,,,
3/18/1994,7.76,1.7,7.27,1.7,,,,
3/25/1994,7.8,1.7,7.3,1.7,,,,
4/1/1994,8.04,1.7,7.55,1.7,,,,
4/8/1994,8.47,1.7,7.91,1.6,,,,
4/15/1994,8.26,1.8,7.72,1.8,,,,
4/22/1994,8.49,1.8,7.97,1.7,,,,
4/29/1994,8.32,1.8,7.85,1.7,,,,
5/6/1994,8.53,1.8,8.03,1.7,,,,
5/13/1994,8.77,1.8,8.25,1.7,,,,
5/20/1994,8.56,1.8,8.04,1.7,,,,
5/27/1994,8.53,1.8,7.99,1.8,,,,
6/3/1994,8.55,1.8,8.02,1.8,,,,
6/10/1994,8.25,1.8,7.79,1.8,,,,
6/17/1994,8.33,1.8,7.83,1.8,,,,
6/24/1994,8.46,1.8,8,1.7,,,,
7/1/1994,8.57,1.7,8.07,1.7,,,,
7/8/1994,8.68,1.8,8.15,1.7,,,,
7/15/1994,8.72,1.8,8.2,1.8,,,,
7/22/1994,8.53,1.8,8.05,1.7,,,,
7/29/1994,8.57,1.9,8.09,1.8,,,,
8/5/1994,8.38,1.8,7.9,1.8,,,,
8/12/1994,8.57,1.8,8.08,1.8,,,,
8/19/1994,8.54,1.8,8.05,1.7,,,,
8/26/1994,8.56,1.8,8.05,1.8,,,,
9/2/1994,8.48,1.8,7.96,1.8,,,,
9/9/1994,8.51,1.8,8.03,1.8,,,,
9/16/1994,8.66,1.8,8.15,1.7,,,,
9/23/1994,8.73,1.8,8.21,1.8,,,,
9/30/1994,8.82,1.8,8.31,1.7,,,,
10/7/1994,8.89,1.8,8.38,1.8,,,,
10/14/1994,8.93,1.8,8.4,1.7,,,,
10/21/1994,8.85,1.8,8.3,1.8,,,,
10/28/1994,9.03,1.8,8.47,1.8,,,,
11/4/1994,9.05,1.9,8.51,1.8,,,,
11/11/1994,9.19,1.8,8.67,1.8,,,,
11/18/1994,9.19,1.8,8.71,1.7,,,,
11/25/1994,9.25,1.8,8.77,1.7,,,,
12/2/1994,9.23,1.8,8.76,1.8,,,,
12/9/1994,9.15,1.8,8.77,1.8,,,,
12/16/1994,9.25,1.8,8.89,1.8,,,,
12/23/1994,9.18,1.8,8.79,1.8,,,,
12/30/1994,9.18,1.8,8.81,1.8,,,,
1/6/1995,9.22,1.8,8.87,1.8,,,,
1/13/1995,9.19,1.8,8.85,1.8,,,,
1/20/1995,9.05,1.8,8.7,1.8,,,,
1/27/1995,9.13,1.9,8.76,1.8,,,,
2/3/1995,8.94,1.8,8.59,1.8,,,,
2/10/1995,8.8,1.9,8.45,1.8,,,,
2/17/1995,8.84,1.9,8.46,1.8,,,,
2/24/1995,8.73,1.9,8.34,1.9,,,,
3/3/1995,8.53,1.8,8.15,1.8,,,,
3/10/1995,8.62,1.9,8.24,1.8,,,,
3/17/1995,8.38,1.8,8,1.8,,,,
3/24/1995,8.4,1.8,7.97,1.8,,,,
3/31/1995,8.38,1.8,7.96,1.7,,,,
4/7/1995,8.41,1.9,7.99,1.7,,,,
4/14/1995,8.37,1.9,7.93,1.8,,,,
4/21/1995,8.24,1.9,7.8,1.8,,,,
4/28/1995,8.26,1.9,7.8,1.8,,,,
5/5/1995,8.27,1.9,7.8,1.8,,,,
5/12/1995,7.87,1.8,7.45,1.7,,,,
5/19/1995,7.83,1.8,7.39,1.7,,,,
5/26/1995,7.85,1.8,7.4,1.7,,,,
6/2/1995,7.71,1.8,7.24,1.7,,,,
6/9/1995,7.51,1.7,7,1.7,,,,
6/16/1995,7.55,1.8,7.03,1.7,,,,
6/23/1995,7.53,1.8,7.01,1.7,,,,
6/30/1995,7.53,1.8,7.03,1.8,,,,
7/7/1995,7.63,1.8,7.11,1.7,,,,
7/14/1995,7.41,1.7,6.89,1.7,,,,
7/21/1995,7.6,1.7,7.08,1.7,,,,
7/28/1995,7.79,1.8,7.27,1.8,,,,
8/4/1995,7.82,1.8,7.31,1.7,,,,
8/11/1995,7.8,1.8,7.31,1.8,,,,
8/18/1995,7.94,1.8,7.43,1.7,,,,
8/25/1995,7.88,1.9,7.39,1.8,,,,
9/1/1995,7.76,1.8,7.27,1.8,,,,
9/8/1995,7.63,1.8,7.16,1.7,,,,
9/15/1995,7.6,1.8,7.12,1.8,,,,
9/22/1995,7.57,1.8,7.09,1.8,,,,
9/29/1995,7.62,1.8,7.16,1.8,,,,
10/6/1995,7.57,1.8,7.09,1.8,,,,
10/13/1995,7.5,1.9,7.01,1.8,,,,
10/20/1995,7.38,1.9,6.92,1.8,,,,
10/27/1995,7.45,1.8,7.01,1.8,,,,
11/3/1995,7.44,1.8,6.97,1.8,,,,
11/9/1995,7.37,1.8,6.87,1.8,,,,
11/17/1995,7.35,1.8,6.86,1.8,,,,
11/24/1995,7.35,1.8,6.85,1.8,,,,
12/1/1995,7.33,1.9,6.85,1.8,,,,
12/8/1995,7.18,1.8,6.74,1.7,,,,
12/15/1995,7.15,1.8,6.71,1.7,,,,
12/22/1995,7.23,1.8,6.73,1.7,,,,
12/29/1995,7.11,1.7,6.65,1.7,,,,
1/5/1996,7.02,1.8,6.56,1.7,,,,
1/12/1996,7.08,1.7,6.59,1.7,,,,
1/19/1996,7.02,1.7,6.53,1.7,,,,
1/26/1996,7,1.8,6.5,1.7,,,,
2/2/1996,7.02,1.8,6.52,1.7,,,,
2/9/1996,7.02,1.7,6.51,1.7,,,,
2/16/1996,6.94,1.7,6.44,1.7,,,,
2/23/1996,7.32,1.7,6.77,1.6,,,,
3/1/1996,7.41,1.8,6.87,1.8,,,,
3/8/1996,7.38,1.8,6.87,1.8,,,,
3/15/1996,7.83,1.7,7.32,1.7,,,,
3/22/1996,7.81,1.7,7.32,1.7,,,,
3/29/1996,7.69,1.8,7.19,1.8,,,,
4/5/1996,7.78,1.7,7.29,1.7,,,,
4/12/1996,8.05,1.8,7.56,1.8,,,,
4/19/1996,7.95,1.8,7.48,1.7,,,,
4/26/1996,7.92,1.8,7.43,1.7,,,,
5/3/1996,7.99,1.8,7.5,1.8,,,,
5/10/1996,8.24,1.8,7.75,1.8,,,,
5/17/1996,8.08,1.7,7.59,1.7,,,,
5/24/1996,8.01,1.7,7.51,1.7,,,,
5/31/1996,8.03,1.7,7.54,1.7,,,,
6/7/1996,8.3,1.7,7.8,1.7,,,,
6/14/1996,8.39,1.7,7.9,1.7,,,,
6/21/1996,8.3,1.7,7.81,1.7,,,,
6/28/1996,8.29,1.7,7.82,1.7,,,,
7/5/1996,8.14,1.8,7.67,1.7,,,,
7/12/1996,8.42,1.7,7.93,1.7,,,,
7/19/1996,8.23,1.8,7.76,1.7,,,,
7/26/1996,8.19,1.7,7.71,1.7,,,,
8/2/1996,8.23,1.7,7.75,1.6,,,,
8/9/1996,7.88,1.7,7.4,1.7,,,,
8/16/1996,7.88,1.7,7.39,1.7,,,,
8/23/1996,7.93,1.7,7.45,1.7,,,,
8/30/1996,8.09,1.7,7.6,1.7,,,,
9/6/1996,8.34,1.7,7.88,1.6,,,,
9/13/1996,8.28,1.7,7.81,1.7,,,,
9/20/1996,8.14,1.7,7.64,1.7,,,,
9/27/1996,8.16,1.7,7.68,1.7,,,,
10/4/1996,8.06,1.7,7.58,1.6,,,,
10/11/1996,7.86,1.7,7.38,1.7,,,,
10/18/1996,7.88,1.7,7.39,1.7,,,,
10/25/1996,7.86,1.8,7.37,1.8,,,,
11/1/1996,7.78,1.8,7.3,1.7,,,,
11/8/1996,7.67,1.7,7.2,1.7,,,,
11/15/1996,7.59,1.8,7.11,1.8,,,,
11/22/1996,7.53,1.8,7.06,1.7,,,,
11/29/1996,7.52,1.8,7.04,1.7,,,,
12/6/1996,7.44,1.7,6.96,1.7,,,,
12/13/1996,7.57,1.7,7.06,1.7,,,,
12/20/1996,7.74,1.8,7.21,1.8,,,,
12/27/1996,7.64,1.7,7.16,1.7,,,,
1/3/1997,7.67,1.7,7.18,1.7,,,,
1/10/1997,7.85,1.8,7.35,1.8,,,,
1/17/1997,7.87,1.8,7.38,1.7,,,,
1/24/1997,7.85,1.8,7.35,1.8,,,,
1/31/1997,7.88,1.8,7.38,1.7,,,,
2/7/1997,7.74,1.7,7.25,1.7,,,,
2/14/1997,7.65,1.7,7.14,1.7,,,,
2/21/1997,7.56,1.7,7.06,1.7,,,,
2/28/1997,7.65,1.7,7.15,1.7,,,,
3/7/1997,7.84,1.7,7.35,1.7,,,,
3/14/1997,7.84,1.7,7.34,1.7,,,,
3/21/1997,7.94,1.8,7.45,1.7,,,,
3/28/1997,7.97,1.8,7.48,1.8,,,,
4/4/1997,8.18,1.7,7.7,1.7,,,,
4/11/1997,8.15,1.8,7.67,1.8,,,,
4/18/1997,8.16,1.7,7.71,1.7,,,,
4/25/1997,8.08,1.7,7.62,1.7,,,,
5/2/1997,8.01,1.7,7.53,1.7,,,,
5/9/1997,7.94,1.6,7.47,1.6,,,,
5/16/1997,7.91,1.6,7.44,1.6,,,,
5/23/1997,7.92,1.7,7.45,1.6,,,,
5/30/1997,7.94,1.7,7.47,1.7,,,,
6/6/1997,7.85,1.7,7.4,1.7,,,,
6/13/1997,7.72,1.7,7.27,1.7,,,,
